antecedent,consequent,support,confidence,lift
['42'],"['18', '48']",0.12,0.37,1.06
"['18', '48']",['42'],0.12,0.34,1.06
"['48', '42']",['18'],0.12,0.73,1.04
"['18', '42']",['48'],0.12,0.52,1.09
['42'],"['44', '14']",0.1,0.32,1.12
"['44', '14']",['42'],0.1,0.36,1.12
"['42', '14']",['44'],0.1,0.43,1.15
"['44', '42']",['14'],0.1,0.79,1.1
['42'],"['6', '14']",0.13,0.4,1.04
"['6', '14']",['42'],0.13,0.33,1.04
"['6', '42']",['14'],0.13,0.76,1.06
"['42', '14']",['6'],0.13,0.54,1.03
['42'],"['14', '19']",0.13,0.42,1.05
"['42', '14']",['19'],0.13,0.57,1.06
"['14', '19']",['42'],0.13,0.33,1.05
"['42', '19']",['14'],0.13,0.76,1.07
['42'],"['4', '14']",0.1,0.32,1.11
"['4', '14']",['42'],0.1,0.35,1.11
"['42', '14']",['4'],0.1,0.44,1.1
"['4', '42']",['14'],0.1,0.76,1.05
['42'],"['48', '14']",0.12,0.38,1.07
"['48', '14']",['42'],0.12,0.34,1.07
"['42', '14']",['48'],0.12,0.52,1.08
"['48', '42']",['14'],0.12,0.75,1.05
['42'],"['1', '18', '14']",0.1,0.32,1.08
"['42', '14']","['1', '18']",0.1,0.43,1.11
"['1', '42']","['18', '14']",0.1,0.61,1.15
"['18', '42']","['1', '14']",0.1,0.45,1.17
"['1', '18', '14']",['42'],0.1,0.34,1.08
"['1', '42', '14']",['18'],0.1,0.79,1.12
"['18', '14', '42']",['1'],0.1,0.58,1.12
"['1', '18', '42']",['14'],0.1,0.79,1.11
['42'],"['18', '14', '19']",0.1,0.33,1.07
"['42', '14']","['18', '19']",0.1,0.44,1.11
"['18', '42']","['14', '19']",0.1,0.46,1.16
"['42', '19']","['18', '14']",0.1,0.59,1.13
"['18', '14', '42']",['19'],0.1,0.6,1.11
"['18', '14', '19']",['42'],0.1,0.34,1.07
"['42', '14', '19']",['18'],0.1,0.78,1.1
"['18', '42', '19']",['14'],0.1,0.8,1.11
['34'],['42'],0.21,0.33,1.03
['42'],['34'],0.21,0.66,1.03
['42'],['28'],0.12,0.36,1.07
['28'],['42'],0.12,0.34,1.07
['42'],['30'],0.19,0.59,1.05
['30'],['42'],0.19,0.33,1.05
['42'],['32'],0.14,0.43,1.05
['32'],['42'],0.14,0.33,1.05
['42'],['26'],0.14,0.43,1.03
['26'],['42'],0.14,0.33,1.03
['42'],"['1', '34']",0.12,0.36,1.03
"['1', '34']",['42'],0.12,0.33,1.03
"['1', '42']",['34'],0.12,0.7,1.09
"['34', '42']",['1'],0.12,0.55,1.06
['42'],"['1', '30']",0.1,0.32,1.03
"['1', '42']",['30'],0.1,0.61,1.09
"['1', '30']",['42'],0.1,0.33,1.03
"['42', '30']",['1'],0.1,0.54,1.04
['42'],"['34', '30']",0.13,0.4,1.08
"['34', '42']",['30'],0.13,0.6,1.07
"['34', '30']",['42'],0.13,0.34,1.08
"['42', '30']",['34'],0.13,0.67,1.05
['42'],"['6', '34']",0.11,0.36,1.02
"['6', '34']",['42'],0.11,0.32,1.02
"['6', '42']",['34'],0.11,0.68,1.07
"['34', '42']",['6'],0.11,0.55,1.04
['42'],"['34', '14']",0.16,0.5,1.06
"['34', '14']",['42'],0.16,0.34,1.06
"['42', '14']",['34'],0.16,0.68,1.07
"['34', '42']",['14'],0.16,0.77,1.07
['42'],"['34', '19']",0.12,0.37,1.02
"['34', '42']",['19'],0.12,0.56,1.04
"['34', '19']",['42'],0.12,0.32,1.02
"['42', '19']",['34'],0.12,0.67,1.04
['42'],"['34', '48']",0.11,0.33,1.05
"['34', '48']",['42'],0.11,0.33,1.05
"['34', '42']",['48'],0.11,0.5,1.05
"['48', '42']",['34'],0.11,0.66,1.02
['42'],"['6', '30']",0.1,0.32,1.05
"['6', '42']",['30'],0.1,0.61,1.08
"['6', '30']",['42'],0.1,0.33,1.05
"['42', '30']",['6'],0.1,0.54,1.03
['42'],"['14', '30']",0.14,0.45,1.07
"['42', '14']",['30'],0.14,0.61,1.08
"['14', '30']",['42'],0.14,0.34,1.07
"['42', '30']",['14'],0.14,0.76,1.06
['42'],"['30', '19']",0.11,0.34,1.07
"['42', '30']",['19'],0.11,0.57,1.06
"['42', '19']",['30'],0.11,0.61,1.09
"['30', '19']",['42'],0.11,0.34,1.07
['42'],"['14', '32']",0.1,0.32,1.06
"['42', '14']",['32'],0.1,0.43,1.05
"['14', '32']",['42'],0.1,0.34,1.06
"['42', '32']",['14'],0.1,0.73,1.02
['42'],"['14', '26']",0.1,0.32,1.04
"['42', '14']",['26'],0.1,0.43,1.04
"['14', '26']",['42'],0.1,0.33,1.04
"['42', '26']",['14'],0.1,0.75,1.04
['42'],['16'],0.17,0.53,1.04
['16'],['42'],0.17,0.33,1.04
['42'],"['34', '18']",0.15,0.48,1.02
"['34', '18']",['42'],0.15,0.32,1.02
"['34', '42']",['18'],0.15,0.73,1.03
"['18', '42']",['34'],0.15,0.68,1.05
['42'],"['18', '30']",0.13,0.42,1.05
"['18', '42']",['30'],0.13,0.59,1.05
"['18', '30']",['42'],0.13,0.33,1.05
"['42', '30']",['18'],0.13,0.71,1.0
['42'],"['18', '16']",0.12,0.39,1.05
"['18', '42']",['16'],0.12,0.55,1.07
"['18', '16']",['42'],0.12,0.33,1.05
"['42', '16']",['18'],0.12,0.73,1.03
['42'],"['34', '16']",0.12,0.36,1.09
"['34', '42']",['16'],0.12,0.55,1.07
"['34', '16']",['42'],0.12,0.35,1.09
"['42', '16']",['34'],0.12,0.68,1.06
['42'],"['14', '16']",0.13,0.41,1.07
"['42', '14']",['16'],0.13,0.55,1.07
"['14', '16']",['42'],0.13,0.34,1.07
"['42', '16']",['14'],0.13,0.76,1.06
['42'],"['34', '18', '14']",0.12,0.38,1.07
"['42', '14']","['34', '18']",0.12,0.52,1.12
"['34', '42']","['18', '14']",0.12,0.58,1.11
"['18', '42']","['34', '14']",0.12,0.54,1.14
"['34', '18', '14']",['42'],0.12,0.34,1.07
"['34', '42', '14']",['18'],0.12,0.76,1.08
"['18', '14', '42']",['34'],0.12,0.7,1.1
"['34', '18', '42']",['14'],0.12,0.8,1.12
['42'],"['18', '14', '30']",0.1,0.33,1.06
"['42', '14']","['18', '30']",0.1,0.45,1.12
"['18', '42']","['14', '30']",0.1,0.46,1.1
"['42', '30']","['18', '14']",0.1,0.56,1.05
"['18', '14', '42']",['30'],0.1,0.6,1.07
"['18', '14', '30']",['42'],0.1,0.34,1.06
"['42', '14', '30']",['18'],0.1,0.73,1.04
"['18', '42', '30']",['14'],0.1,0.79,1.1
['42'],['49'],0.13,0.4,1.04
['49'],['42'],0.13,0.33,1.04
['1'],['39'],0.17,0.34,1.06
['39'],['1'],0.17,0.55,1.06
['34'],['39'],0.21,0.33,1.04
['39'],['34'],0.21,0.66,1.04
['28'],['39'],0.12,0.34,1.06
['39'],['28'],0.12,0.36,1.06
['39'],['30'],0.19,0.61,1.08
['30'],['39'],0.19,0.34,1.08
['39'],['26'],0.13,0.4,0.98
['26'],['39'],0.13,0.31,0.98
['12'],['39'],0.12,0.32,1.0
['39'],['12'],0.12,0.37,1.0
['14'],['39'],0.23,0.33,1.03
['39'],['14'],0.23,0.74,1.03
['48'],['39'],0.16,0.34,1.07
['39'],['48'],0.16,0.51,1.07
['39'],"['1', '34']",0.12,0.38,1.07
"['1', '34']",['39'],0.12,0.34,1.07
"['1', '39']",['34'],0.12,0.68,1.07
"['34', '39']",['1'],0.12,0.57,1.09
['39'],"['1', '30']",0.11,0.35,1.14
"['1', '39']",['30'],0.11,0.64,1.14
"['1', '30']",['39'],0.11,0.36,1.14
"['39', '30']",['1'],0.11,0.58,1.12
['39'],"['1', '14']",0.13,0.42,1.09
"['1', '14']",['39'],0.13,0.34,1.09
"['1', '39']",['14'],0.13,0.76,1.05
"['14', '39']",['1'],0.13,0.56,1.08
['39'],"['34', '30']",0.13,0.41,1.12
"['34', '39']",['30'],0.13,0.62,1.1
"['34', '30']",['39'],0.13,0.35,1.12
"['39', '30']",['34'],0.13,0.67,1.05
['39'],"['34', '14']",0.16,0.52,1.09
"['34', '14']",['39'],0.16,0.34,1.09
"['34', '39']",['14'],0.16,0.78,1.09
"['14', '39']",['34'],0.16,0.7,1.09
['39'],"['34', '48']",0.11,0.35,1.09
"['34', '48']",['39'],0.11,0.35,1.09
"['34', '39']",['48'],0.11,0.52,1.09
"['48', '39']",['34'],0.11,0.68,1.06
['39'],"['14', '30']",0.15,0.46,1.1
"['14', '39']",['30'],0.15,0.63,1.11
"['14', '30']",['39'],0.15,0.35,1.1
"['39', '30']",['14'],0.15,0.76,1.06
['39'],"['48', '30']",0.1,0.33,1.17
"['48', '39']",['30'],0.1,0.65,1.15
"['48', '30']",['39'],0.1,0.37,1.17
"['39', '30']",['48'],0.1,0.54,1.13
['39'],"['48', '14']",0.13,0.4,1.11
"['48', '14']",['39'],0.13,0.35,1.11
"['48', '39']",['14'],0.13,0.77,1.08
"['14', '39']",['48'],0.13,0.53,1.12
['39'],"['34', '14', '30']",0.1,0.32,1.15
"['34', '39']","['14', '30']",0.1,0.49,1.16
"['14', '39']","['34', '30']",0.1,0.44,1.19
"['39', '30']","['34', '14']",0.1,0.53,1.12
"['34', '14', '39']",['30'],0.1,0.63,1.11
"['34', '14', '30']",['39'],0.1,0.36,1.15
"['34', '39', '30']",['14'],0.1,0.79,1.1
"['14', '39', '30']",['34'],0.1,0.7,1.09
['18'],['39'],0.23,0.32,1.03
['39'],['18'],0.23,0.72,1.03
['46'],['39'],0.13,0.35,1.09
['39'],['46'],0.13,0.41,1.09
['44'],['39'],0.12,0.32,1.02
['39'],['44'],0.12,0.38,1.02
['4'],['39'],0.13,0.33,1.03
['39'],['4'],0.13,0.41,1.03
['39'],['16'],0.17,0.54,1.05
['16'],['39'],0.17,0.33,1.05
['39'],"['1', '18']",0.13,0.4,1.04
"['1', '18']",['39'],0.13,0.33,1.04
"['1', '39']",['18'],0.13,0.73,1.04
"['18', '39']",['1'],0.13,0.56,1.08
['39'],"['34', '18']",0.16,0.49,1.06
"['34', '18']",['39'],0.16,0.33,1.06
"['34', '39']",['18'],0.16,0.75,1.06
"['18', '39']",['34'],0.16,0.68,1.07
['39'],"['18', '30']",0.14,0.44,1.11
"['18', '39']",['30'],0.14,0.61,1.08
"['18', '30']",['39'],0.14,0.35,1.11
"['39', '30']",['18'],0.14,0.72,1.03
['39'],"['18', '14']",0.18,0.55,1.05
"['18', '14']",['39'],0.18,0.33,1.05
"['18', '39']",['14'],0.18,0.77,1.07
"['14', '39']",['18'],0.18,0.75,1.06
['39'],"['18', '16']",0.12,0.39,1.07
"['18', '39']",['16'],0.12,0.54,1.06
"['18', '16']",['39'],0.12,0.34,1.07
"['39', '16']",['18'],0.12,0.73,1.04
['39'],"['34', '16']",0.11,0.36,1.09
"['34', '39']",['16'],0.11,0.55,1.07
"['34', '16']",['39'],0.11,0.35,1.09
"['39', '16']",['34'],0.11,0.68,1.05
['39'],"['30', '16']",0.1,0.32,1.11
"['39', '30']",['16'],0.1,0.53,1.03
"['39', '16']",['30'],0.1,0.6,1.06
"['30', '16']",['39'],0.1,0.35,1.11
['39'],"['14', '16']",0.13,0.41,1.09
"['14', '39']",['16'],0.13,0.56,1.09
"['14', '16']",['39'],0.13,0.35,1.09
"['39', '16']",['14'],0.13,0.77,1.08
['39'],"['34', '18', '14']",0.13,0.4,1.1
"['34', '39']","['18', '14']",0.13,0.6,1.14
"['18', '39']","['34', '14']",0.13,0.55,1.16
"['14', '39']","['34', '18']",0.13,0.54,1.15
"['34', '18', '14']",['39'],0.13,0.35,1.1
"['34', '18', '39']",['14'],0.13,0.81,1.12
"['34', '14', '39']",['18'],0.13,0.77,1.09
"['18', '14', '39']",['34'],0.13,0.72,1.12
['39'],"['18', '14', '30']",0.11,0.35,1.13
"['18', '39']","['14', '30']",0.11,0.48,1.15
"['14', '39']","['18', '30']",0.11,0.47,1.19
"['39', '30']","['18', '14']",0.11,0.57,1.09
"['18', '14', '39']",['30'],0.11,0.63,1.12
"['18', '14', '30']",['39'],0.11,0.36,1.13
"['18', '39', '30']",['14'],0.11,0.79,1.1
"['14', '39', '30']",['18'],0.11,0.75,1.07
['39'],['49'],0.13,0.41,1.06
['49'],['39'],0.13,0.34,1.06
['6'],['39'],0.17,0.32,1.02
['39'],['6'],0.17,0.54,1.02
['39'],['19'],0.18,0.56,1.04
['19'],['39'],0.18,0.33,1.04
['39'],"['1', '19']",0.11,0.34,1.17
"['1', '39']",['19'],0.11,0.61,1.13
"['1', '19']",['39'],0.11,0.37,1.17
"['39', '19']",['1'],0.11,0.6,1.15
['39'],"['6', '34']",0.12,0.37,1.05
"['6', '34']",['39'],0.12,0.33,1.05
"['6', '39']",['34'],0.12,0.69,1.07
"['34', '39']",['6'],0.12,0.56,1.06
['39'],"['34', '19']",0.12,0.39,1.1
"['34', '39']",['19'],0.12,0.59,1.1
"['34', '19']",['39'],0.12,0.35,1.1
"['39', '19']",['34'],0.12,0.7,1.09
['39'],"['6', '30']",0.1,0.33,1.08
"['6', '39']",['30'],0.1,0.61,1.09
"['6', '30']",['39'],0.1,0.34,1.08
"['39', '30']",['6'],0.1,0.54,1.03
['39'],"['30', '19']",0.11,0.35,1.12
"['39', '30']",['19'],0.11,0.58,1.08
"['39', '19']",['30'],0.11,0.63,1.12
"['30', '19']",['39'],0.11,0.35,1.12
['39'],"['14', '49']",0.1,0.32,1.11
"['14', '39']",['49'],0.1,0.43,1.12
"['14', '49']",['39'],0.1,0.35,1.11
"['39', '49']",['14'],0.1,0.78,1.09
['39'],"['6', '14']",0.13,0.41,1.05
"['6', '14']",['39'],0.13,0.33,1.05
"['6', '39']",['14'],0.13,0.76,1.06
"['14', '39']",['6'],0.13,0.55,1.04
['39'],"['6', '19']",0.1,0.32,1.06
"['6', '39']",['19'],0.1,0.59,1.09
"['6', '19']",['39'],0.1,0.34,1.06
"['39', '19']",['6'],0.1,0.56,1.07
['39'],"['14', '19']",0.13,0.42,1.06
"['14', '39']",['19'],0.13,0.57,1.06
"['14', '19']",['39'],0.13,0.34,1.06
"['39', '19']",['14'],0.13,0.75,1.05
['39'],['32'],0.13,0.41,1.0
['32'],['39'],0.13,0.31,1.0
['39'],"['6', '18']",0.13,0.4,1.05
"['6', '18']",['39'],0.13,0.33,1.05
"['6', '39']",['18'],0.13,0.74,1.05
"['18', '39']",['6'],0.13,0.55,1.05
['39'],"['18', '48']",0.12,0.38,1.1
"['18', '48']",['39'],0.12,0.35,1.1
"['48', '39']",['18'],0.12,0.74,1.06
"['18', '39']",['48'],0.12,0.53,1.1
['39'],"['18', '19']",0.14,0.43,1.08
"['18', '39']",['19'],0.14,0.6,1.11
"['18', '19']",['39'],0.14,0.34,1.08
"['39', '19']",['18'],0.14,0.77,1.09
['39'],"['18', '14', '19']",0.11,0.33,1.09
"['18', '39']","['14', '19']",0.11,0.46,1.16
"['14', '39']","['18', '19']",0.11,0.45,1.13
"['39', '19']","['18', '14']",0.11,0.59,1.12
"['18', '14', '39']",['19'],0.11,0.6,1.12
"['18', '14', '19']",['39'],0.11,0.34,1.09
"['18', '39', '19']",['14'],0.11,0.77,1.08
"['14', '39', '19']",['18'],0.11,0.79,1.12
['42'],['39'],0.11,0.35,1.1
['39'],['42'],0.11,0.35,1.1
['39'],"['14', '32']",0.1,0.32,1.07
"['14', '39']",['32'],0.1,0.43,1.05
"['14', '32']",['39'],0.1,0.34,1.07
"['39', '32']",['14'],0.1,0.78,1.09
['21'],['1'],0.17,0.57,1.09
['1'],['21'],0.17,0.33,1.09
['21'],['18'],0.22,0.73,1.03
['18'],['21'],0.22,0.32,1.03
['21'],['34'],0.2,0.64,1.0
['34'],['21'],0.2,0.31,1.0
['21'],['44'],0.12,0.4,1.08
['44'],['21'],0.12,0.33,1.08
['21'],['28'],0.1,0.34,1.0
['28'],['21'],0.1,0.31,1.0
['21'],['30'],0.18,0.59,1.05
['30'],['21'],0.18,0.32,1.05
['21'],['49'],0.12,0.41,1.04
['49'],['21'],0.12,0.32,1.04
['21'],['6'],0.18,0.58,1.11
['6'],['21'],0.18,0.34,1.11
['21'],['14'],0.23,0.76,1.06
['14'],['21'],0.23,0.32,1.06
['21'],['19'],0.17,0.57,1.05
['19'],['21'],0.17,0.32,1.05
['21'],['4'],0.13,0.43,1.08
['4'],['21'],0.13,0.33,1.08
['21'],['48'],0.15,0.48,1.0
['48'],['21'],0.15,0.31,1.0
['21'],"['1', '18']",0.13,0.43,1.11
"['21', '1']",['18'],0.13,0.76,1.08
"['21', '18']",['1'],0.13,0.59,1.14
"['1', '18']",['21'],0.13,0.34,1.11
['21'],"['1', '34']",0.12,0.39,1.1
"['21', '1']",['34'],0.12,0.68,1.06
"['21', '34']",['1'],0.12,0.6,1.16
"['1', '34']",['21'],0.12,0.34,1.1
['21'],"['1', '30']",0.1,0.34,1.09
"['21', '1']",['30'],0.1,0.6,1.06
"['21', '30']",['1'],0.1,0.57,1.09
"['1', '30']",['21'],0.1,0.33,1.09
['21'],"['6', '1']",0.11,0.35,1.22
"['21', '1']",['6'],0.11,0.61,1.16
"['21', '6']",['1'],0.11,0.6,1.15
"['6', '1']",['21'],0.11,0.38,1.22
['21'],"['1', '14']",0.13,0.43,1.12
"['21', '1']",['14'],0.13,0.75,1.05
"['21', '14']",['1'],0.13,0.56,1.08
"['1', '14']",['21'],0.13,0.34,1.12
['21'],"['1', '19']",0.1,0.33,1.15
"['21', '1']",['19'],0.1,0.59,1.09
"['21', '19']",['1'],0.1,0.59,1.13
"['1', '19']",['21'],0.1,0.35,1.15
['21'],"['34', '18']",0.14,0.47,1.0
"['21', '34']",['18'],0.14,0.73,1.04
"['21', '18']",['34'],0.14,0.64,1.01
"['34', '18']",['21'],0.14,0.31,1.0
['21'],"['18', '30']",0.13,0.43,1.09
"['21', '18']",['30'],0.13,0.6,1.06
"['21', '30']",['18'],0.13,0.73,1.03
"['18', '30']",['21'],0.13,0.33,1.09
['21'],"['6', '18']",0.13,0.44,1.15
"['21', '6']",['18'],0.13,0.75,1.06
"['21', '18']",['6'],0.13,0.6,1.15
"['6', '18']",['21'],0.13,0.35,1.15
['21'],"['18', '14']",0.17,0.57,1.08
"['21', '18']",['14'],0.17,0.79,1.1
"['21', '14']",['18'],0.17,0.75,1.07
"['18', '14']",['21'],0.17,0.33,1.08
['21'],"['18', '19']",0.13,0.43,1.08
"['21', '18']",['19'],0.13,0.59,1.1
"['21', '19']",['18'],0.13,0.76,1.07
"['18', '19']",['21'],0.13,0.33,1.08
['21'],"['48', '18']",0.11,0.35,1.01
"['21', '18']",['48'],0.11,0.48,1.01
"['21', '48']",['18'],0.11,0.74,1.05
"['48', '18']",['21'],0.11,0.31,1.01
['21'],"['34', '30']",0.12,0.38,1.04
"['21', '34']",['30'],0.12,0.6,1.06
"['21', '30']",['34'],0.12,0.64,1.0
"['34', '30']",['21'],0.12,0.32,1.04
['21'],"['6', '34']",0.12,0.39,1.12
"['21', '6']",['34'],0.12,0.67,1.05
"['21', '34']",['6'],0.12,0.62,1.17
"['6', '34']",['21'],0.12,0.34,1.12
['21'],"['34', '14']",0.15,0.5,1.04
"['21', '34']",['14'],0.15,0.77,1.08
"['21', '14']",['34'],0.15,0.65,1.02
"['34', '14']",['21'],0.15,0.32,1.04
['21'],"['34', '19']",0.12,0.39,1.07
"['21', '34']",['19'],0.12,0.6,1.12
"['21', '19']",['34'],0.12,0.68,1.06
"['34', '19']",['21'],0.12,0.33,1.07
['21'],"['6', '30']",0.11,0.36,1.19
"['21', '6']",['30'],0.11,0.62,1.1
"['21', '30']",['6'],0.11,0.61,1.16
"['6', '30']",['21'],0.11,0.36,1.19
['21'],"['14', '30']",0.14,0.47,1.11
"['21', '14']",['30'],0.14,0.62,1.09
"['21', '30']",['14'],0.14,0.79,1.1
"['14', '30']",['21'],0.14,0.34,1.11
['21'],"['30', '19']",0.11,0.35,1.1
"['21', '30']",['19'],0.11,0.59,1.09
"['21', '19']",['30'],0.11,0.61,1.09
"['30', '19']",['21'],0.11,0.34,1.1
['21'],"['6', '14']",0.14,0.45,1.15
"['21', '6']",['14'],0.14,0.76,1.07
"['21', '14']",['6'],0.14,0.59,1.12
"['6', '14']",['21'],0.14,0.35,1.15
['21'],"['6', '19']",0.11,0.35,1.16
"['21', '6']",['19'],0.11,0.59,1.1
"['21', '19']",['6'],0.11,0.61,1.15
"['6', '19']",['21'],0.11,0.36,1.16
['21'],"['14', '19']",0.14,0.45,1.11
"['21', '14']",['19'],0.14,0.59,1.09
"['21', '19']",['14'],0.14,0.78,1.09
"['14', '19']",['21'],0.14,0.34,1.11
['21'],"['4', '14']",0.1,0.33,1.14
"['21', '4']",['14'],0.1,0.78,1.08
"['21', '14']",['4'],0.1,0.44,1.1
"['4', '14']",['21'],0.1,0.35,1.14
['21'],"['48', '14']",0.12,0.38,1.07
"['21', '48']",['14'],0.12,0.8,1.11
"['21', '14']",['48'],0.12,0.5,1.05
"['48', '14']",['21'],0.12,0.33,1.07
['21'],"['1', '18', '14']",0.1,0.34,1.15
"['21', '1']","['18', '14']",0.1,0.59,1.12
"['21', '18']","['1', '14']",0.1,0.46,1.21
"['21', '14']","['1', '18']",0.1,0.44,1.14
"['21', '1', '18']",['14'],0.1,0.78,1.09
"['21', '1', '14']",['18'],0.1,0.78,1.11
"['21', '18', '14']",['1'],0.1,0.59,1.13
"['1', '18', '14']",['21'],0.1,0.35,1.15
['21'],"['34', '18', '14']",0.11,0.37,1.04
"['21', '34']","['18', '14']",0.11,0.58,1.11
"['21', '18']","['34', '14']",0.11,0.51,1.08
"['21', '14']","['34', '18']",0.11,0.49,1.05
"['21', '34', '18']",['14'],0.11,0.8,1.11
"['21', '34', '14']",['18'],0.11,0.75,1.07
"['21', '18', '14']",['34'],0.11,0.65,1.02
"['34', '18', '14']",['21'],0.11,0.32,1.04
['21'],"['18', '14', '30']",0.11,0.35,1.13
"['21', '18']","['14', '30']",0.11,0.48,1.15
"['21', '14']","['18', '30']",0.11,0.46,1.16
"['21', '30']","['18', '14']",0.11,0.59,1.12
"['21', '18', '14']",['30'],0.11,0.61,1.09
"['21', '18', '30']",['14'],0.11,0.81,1.13
"['21', '14', '30']",['18'],0.11,0.75,1.06
"['18', '14', '30']",['21'],0.11,0.35,1.13
['21'],"['6', '18', '14']",0.11,0.34,1.18
"['21', '6']","['18', '14']",0.11,0.59,1.11
"['21', '18']","['6', '14']",0.11,0.47,1.22
"['21', '14']","['6', '18']",0.11,0.45,1.18
"['21', '6', '18']",['14'],0.11,0.78,1.09
"['21', '6', '14']",['18'],0.11,0.77,1.09
"['21', '18', '14']",['6'],0.11,0.6,1.14
"['6', '18', '14']",['21'],0.11,0.36,1.18
['21'],"['18', '14', '19']",0.11,0.34,1.12
"['21', '18']","['14', '19']",0.11,0.47,1.18
"['21', '14']","['18', '19']",0.11,0.45,1.13
"['21', '19']","['18', '14']",0.11,0.6,1.14
"['21', '18', '14']",['19'],0.11,0.6,1.11
"['21', '18', '19']",['14'],0.11,0.8,1.11
"['21', '14', '19']",['18'],0.11,0.77,1.09
"['18', '14', '19']",['21'],0.11,0.34,1.12
['21'],['46'],0.12,0.38,1.03
['46'],['21'],0.12,0.32,1.03
['21'],['26'],0.13,0.43,1.05
['26'],['21'],0.13,0.32,1.05
['21'],['42'],0.11,0.35,1.1
['42'],['21'],0.11,0.34,1.1
['21'],['16'],0.17,0.54,1.06
['16'],['21'],0.17,0.32,1.06
['21'],"['18', '16']",0.12,0.4,1.07
"['21', '18']",['16'],0.12,0.55,1.06
"['21', '16']",['18'],0.12,0.73,1.03
"['18', '16']",['21'],0.12,0.33,1.07
['21'],"['34', '16']",0.11,0.36,1.08
"['21', '34']",['16'],0.11,0.56,1.09
"['21', '16']",['34'],0.11,0.66,1.03
"['34', '16']",['21'],0.11,0.33,1.08
['21'],"['30', '16']",0.1,0.33,1.13
"['21', '30']",['16'],0.1,0.55,1.07
"['21', '16']",['30'],0.1,0.6,1.07
"['30', '16']",['21'],0.1,0.35,1.13
['21'],"['14', '26']",0.1,0.34,1.1
"['21', '14']",['26'],0.1,0.44,1.08
"['21', '26']",['14'],0.1,0.78,1.08
"['14', '26']",['21'],0.1,0.34,1.1
['21'],"['14', '16']",0.13,0.42,1.12
"['21', '14']",['16'],0.13,0.56,1.09
"['21', '16']",['14'],0.13,0.78,1.09
"['14', '16']",['21'],0.13,0.34,1.12
['21'],"['6', '16']",0.1,0.33,1.18
"['21', '6']",['16'],0.1,0.56,1.1
"['21', '16']",['6'],0.1,0.61,1.15
"['6', '16']",['21'],0.1,0.36,1.18
['21'],['12'],0.11,0.37,1.02
['12'],['21'],0.11,0.31,1.02
['21'],['39'],0.1,0.33,1.06
['39'],['21'],0.1,0.32,1.06
['21'],['32'],0.13,0.43,1.03
['32'],['21'],0.13,0.32,1.03
['21'],"['14', '32']",0.1,0.33,1.1
"['21', '14']",['32'],0.1,0.43,1.05
"['21', '32']",['14'],0.1,0.77,1.08
"['14', '32']",['21'],0.1,0.34,1.1
['18'],['15'],0.22,0.32,1.03
['15'],['18'],0.22,0.73,1.03
['34'],['15'],0.2,0.31,1.03
['15'],['34'],0.2,0.66,1.03
['44'],['15'],0.12,0.31,1.03
['15'],['44'],0.12,0.38,1.03
['30'],['15'],0.18,0.33,1.07
['15'],['30'],0.18,0.6,1.07
['15'],['26'],0.14,0.45,1.1
['26'],['15'],0.14,0.34,1.1
['49'],['15'],0.12,0.31,1.02
['15'],['49'],0.12,0.4,1.02
['6'],['15'],0.16,0.31,1.02
['15'],['6'],0.16,0.54,1.02
['14'],['15'],0.22,0.31,1.01
['15'],['14'],0.22,0.72,1.01
['15'],['16'],0.16,0.54,1.04
['16'],['15'],0.16,0.32,1.04
['15'],"['34', '18']",0.15,0.49,1.05
"['34', '18']",['15'],0.15,0.32,1.05
"['34', '15']",['18'],0.15,0.74,1.05
"['18', '15']",['34'],0.15,0.67,1.05
['15'],"['18', '30']",0.14,0.44,1.12
"['18', '30']",['15'],0.14,0.34,1.12
"['30', '15']",['18'],0.14,0.73,1.04
"['18', '15']",['30'],0.14,0.61,1.08
['15'],"['18', '26']",0.1,0.33,1.11
"['18', '15']",['26'],0.1,0.45,1.1
"['18', '26']",['15'],0.1,0.34,1.11
"['15', '26']",['18'],0.1,0.73,1.03
['15'],"['6', '18']",0.12,0.41,1.07
"['6', '18']",['15'],0.12,0.33,1.07
"['6', '15']",['18'],0.12,0.76,1.07
"['18', '15']",['6'],0.12,0.56,1.06
['15'],"['18', '14']",0.16,0.54,1.02
"['18', '14']",['15'],0.16,0.31,1.02
"['18', '15']",['14'],0.16,0.74,1.03
"['14', '15']",['18'],0.16,0.74,1.06
['15'],"['18', '16']",0.12,0.4,1.08
"['18', '15']",['16'],0.12,0.54,1.06
"['18', '16']",['15'],0.12,0.33,1.08
"['15', '16']",['18'],0.12,0.74,1.05
['15'],"['34', '30']",0.13,0.42,1.13
"['34', '30']",['15'],0.13,0.34,1.13
"['30', '15']",['34'],0.13,0.69,1.07
"['34', '15']",['30'],0.13,0.63,1.12
['15'],"['6', '34']",0.11,0.37,1.05
"['6', '34']",['15'],0.11,0.32,1.05
"['6', '15']",['34'],0.11,0.69,1.07
"['34', '15']",['6'],0.11,0.56,1.06
['15'],"['34', '14']",0.15,0.5,1.04
"['34', '14']",['15'],0.15,0.32,1.04
"['34', '15']",['14'],0.15,0.75,1.05
"['14', '15']",['34'],0.15,0.68,1.07
['15'],"['34', '16']",0.11,0.36,1.09
"['34', '15']",['16'],0.11,0.55,1.07
"['34', '16']",['15'],0.11,0.33,1.09
"['15', '16']",['34'],0.11,0.68,1.06
['15'],"['6', '30']",0.1,0.33,1.08
